year,ACCESS1-0_rcp45_r1i1p1-days_tmin_blw,ACCESS1-0_rcp85_r1i1p1-days_tmin_blw,bcc-csm1-1_rcp26_r1i1p1-days_tmin_blw,bcc-csm1-1_rcp45_r1i1p1-days_tmin_blw,bcc-csm1-1_rcp60_r1i1p1-days_tmin_blw,bcc-csm1-1_rcp85_r1i1p1-days_tmin_blw,BNU-ESM_rcp45_r1i1p1-days_tmin_blw,BNU-ESM_rcp85_r1i1p1-days_tmin_blw,CanESM2_rcp26_r1i1p1-days_tmin_blw,CanESM2_rcp45_r1i1p1-days_tmin_blw,CanESM2_rcp85_r1i1p1-days_tmin_blw,CCSM4_rcp26_r1i1p1-days_tmin_blw,CCSM4_rcp45_r1i1p1-days_tmin_blw,CCSM4_rcp60_r1i1p1-days_tmin_blw,CCSM4_rcp85_r1i1p1-days_tmin_blw,CESM1-BGC_rcp45_r1i1p1-days_tmin_blw,CESM1-BGC_rcp85_r1i1p1-days_tmin_blw,CNRM-CM5_rcp45_r1i1p1-days_tmin_blw,CNRM-CM5_rcp85_r1i1p1-days_tmin_blw,CSIRO-Mk3-6-0_rcp26_r1i1p1-days_tmin_blw,CSIRO-Mk3-6-0_rcp45_r1i1p1-days_tmin_blw,CSIRO-Mk3-6-0_rcp85_r1i1p1-days_tmin_blw,GFDL-CM3_rcp26_r1i1p1-days_tmin_blw,GFDL-CM3_rcp60_r1i1p1-days_tmin_blw,GFDL-CM3_rcp85_r1i1p1-days_tmin_blw,GFDL-ESM2G_rcp26_r1i1p1-days_tmin_blw,GFDL-ESM2G_rcp45_r1i1p1-days_tmin_blw,GFDL-ESM2G_rcp60_r1i1p1-days_tmin_blw,GFDL-ESM2G_rcp85_r1i1p1-days_tmin_blw,GFDL-ESM2M_rcp26_r1i1p1-days_tmin_blw,GFDL-ESM2M_rcp45_r1i1p1-days_tmin_blw,GFDL-ESM2M_rcp60_r1i1p1-days_tmin_blw,GFDL-ESM2M_rcp85_r1i1p1-days_tmin_blw,inmcm4_rcp45_r1i1p1-days_tmin_blw,inmcm4_rcp85_r1i1p1-days_tmin_blw,IPSL-CM5A-LR_rcp26_r1i1p1-days_tmin_blw,IPSL-CM5A-LR_rcp45_r1i1p1-days_tmin_blw,IPSL-CM5A-LR_rcp60_r1i1p1-days_tmin_blw,IPSL-CM5A-LR_rcp85_r1i1p1-days_tmin_blw,IPSL-CM5A-MR_rcp26_r1i1p1-days_tmin_blw,IPSL-CM5A-MR_rcp45_r1i1p1-days_tmin_blw,IPSL-CM5A-MR_rcp60_r1i1p1-days_tmin_blw,IPSL-CM5A-MR_rcp85_r1i1p1-days_tmin_blw,MIROC-ESM-CHEM_rcp26_r1i1p1-days_tmin_blw,MIROC-ESM-CHEM_rcp45_r1i1p1-days_tmin_blw,MIROC-ESM-CHEM_rcp60_r1i1p1-days_tmin_blw,MIROC-ESM-CHEM_rcp85_r1i1p1-days_tmin_blw,MIROC-ESM_rcp26_r1i1p1-days_tmin_blw,MIROC-ESM_rcp45_r1i1p1-days_tmin_blw,MIROC-ESM_rcp60_r1i1p1-days_tmin_blw,MIROC-ESM_rcp85_r1i1p1-days_tmin_blw,MIROC5_rcp26_r1i1p1-days_tmin_blw,MIROC5_rcp45_r1i1p1-days_tmin_blw,MIROC5_rcp60_r1i1p1-days_tmin_blw,MIROC5_rcp85_r1i1p1-days_tmin_blw,MPI-ESM-LR_rcp26_r1i1p1-days_tmin_blw,MPI-ESM-LR_rcp45_r1i1p1-days_tmin_blw,MPI-ESM-LR_rcp85_r1i1p1-days_tmin_blw,MPI-ESM-MR_rcp26_r1i1p1-days_tmin_blw,MPI-ESM-MR_rcp45_r1i1p1-days_tmin_blw,MPI-ESM-MR_rcp85_r1i1p1-days_tmin_blw,MRI-CGCM3_rcp26_r1i1p1-days_tmin_blw,MRI-CGCM3_rcp45_r1i1p1-days_tmin_blw,MRI-CGCM3_rcp60_r1i1p1-days_tmin_blw,MRI-CGCM3_rcp85_r1i1p1-days_tmin_blw,NorESM1-M_rcp26_r1i1p1-days_tmin_blw,NorESM1-M_rcp45_r1i1p1-days_tmin_blw,NorESM1-M_rcp60_r1i1p1-days_tmin_blw,NorESM1-M_rcp85_r1i1p1-days_tmin_blw
2059,0.026975462,0.0,1.8079714,1.9299909,0.7988528,2.0967515,4.5207233,0.70139974,0.7073974,0.21724102,2.7237647,6.470943,2.8873482,1.7225586,0.22847301,1.5948734,0.4981337,0.013487731,0.029289013,0.45162395,0.33482325,1.1012903,3.6421149,2.014674,0.70212847,2.0633702,2.0694625,0.31386918,0.310621,2.8811138,5.52988,4.380033,1.1015735,8.147742,2.9416835,2.4410791,2.0357811,1.8858324,5.2385902,1.5480534,0.11218582,3.2421918,0.7261806,1.5055357,1.1154226,1.0184753,0.056264475,0.41887665,0.01580128,0.026975462,0.09068865,0.8191141,1.1358694,2.3317165,0.0,6.0997334,7.14426,0.959198,0.7222885,0.53146553,0.40737623,8.020215,10.571263,1.5698881,1.1409786,1.4912964,5.3088026,5.5092964,0.67209744
2060,4.009261,2.4473045,2.614375,1.0132476,4.938832,2.7113106,1.0562195,0.10926245,0.79901,0.10638048,0.5937959,3.4690335,0.45102432,1.3229477,1.6271086,0.06854565,0.45284113,1.5271652,0.08410336,0.032465987,1.9632837,0.036542032,0.73328537,0.42475986,1.926296,0.6116306,1.9700679,1.9367439,0.8689672,6.512034,4.3654494,4.6750245,1.9153559,6.831112,5.5302105,10.835494,2.715107,2.8332198,3.6683433,1.2747922,0.09552111,3.0594356,0.19607097,0.24565122,1.4797082E-4,5.811615,0.013487731,0.20233664,0.46957386,0.44614565,0.53697723,0.013487731,1.781869,2.3464277,0.5136476,4.3599067,5.519584,0.48355362,9.654277,11.253592,1.9883316,6.7561893,0.27572766,2.3811228,3.243594,6.386165,1.8280774,1.4022654,0.23861142
2061,0.587194,7.1533084,2.51952,2.2275078,0.3610018,1.1997647,0.77993983,1.4711562,0.31081685,0.39370704,3.879312,12.079937,2.1440241,5.030191,0.6371251,1.0184966,0.026975462,1.1895232,0.25672185,2.5470035,0.10990575,0.1221985,1.6337299,2.8780453,5.393803,1.1982396,0.2300605,0.82508326,0.7813598,0.16657469,0.097591095,0.21625274,0.9049586,4.3037286,2.6437967,0.34479088,5.791854,4.9690113,2.387759,10.233618,2.7544587,6.1698794,3.4388463,1.8706663,0.026975462,1.2217562,0.030152438,1.7199875,0.030152438,0.07755628,0.0,0.013487731,0.01580128,0.117965594,0.44389907,5.064823,9.379011,1.9471235,1.6981153,1.1566106,0.26580915,1.9725118,0.0,17.029009,0.09259774,0.17275551,0.6545082,4.6711473,1.721573
2062,0.30240065,0.32433724,2.0279346,0.61814404,0.63344234,1.166588,0.38760498,0.44448897,0.58778137,0.22783138,0.08092639,4.237883,0.4886019,4.1310997,0.08450782,0.51058054,1.0304506,0.45989993,1.0247798,0.14695312,0.6627971,1.6130066,0.9106203,2.5381272,2.0255208,1.222911,1.9088199,0.49924448,0.21501876,2.0528383,1.1851277,10.958365,3.2185864,4.1997805,1.174867,0.5829695,3.4999063,3.3387156,0.36511537,1.0265639,0.04364017,0.33708414,2.6697628,0.30242375,0.9011519,1.5296389,0.44554195,0.4145431,2.0929995,0.6673456,2.2428536,0.026975462,0.03160256,0.0,0.33482325,1.9119518,3.6114476,0.013487731,5.5924573,1.6922671,1.449028,3.9168587,3.926907,1.9020061,0.87816334,2.1512325,1.8516132,0.7131352,0.1094133
2063,2.9155006,0.26564825,3.7859979,3.1151989,1.1197212,0.13335593,0.013487731,0.072065756,3.165129,0.09799556,0.4604968,1.0196158,1.477145,0.45823333,0.056264475,1.1844205,4.2402744,2.1371908,0.84988594,0.52562237,1.8714153,0.6038592,0.15692075,2.0057302,0.041731082,0.1188829,2.8882403,2.8416634,0.0571279,3.2524266,4.8608856,5.02203,0.058578026,2.2523787,0.3955986,2.3993921,6.2516637,8.732976,5.6200376,5.593651,4.6792626,13.186018,0.026975462,0.11766411,0.013487731,1.8785082,0.013487731,2.5321157,0.37090003,1.5318353,0.06475885,0.6227659,0.0,4.8465366,0.0,2.2276738,4.6212306,0.786858,2.4952924,1.4279037,1.0249871,8.179395,9.534199,6.4621572,4.7765436,0.98266375,1.5181584,3.3764606,2.3842442
2064,0.10417639,0.9242313,4.488875,0.07709146,1.8746667,1.780095,0.35537013,0.73864776,0.27117997,0.01580128,0.30249697,2.7497401,1.6641048,2.8578303,0.12583445,2.6639407,1.4470091,0.98411816,1.4923601,0.12728457,0.67735654,0.01580128,1.7744823,5.6184974,0.08728034,9.56506,3.3515186,1.6906972,0.16360492,3.853001,0.013487731,3.7459068,0.45512804,3.872197,0.294866,2.0932674,0.03160256,0.5232298,0.7697799,2.4093661,0.0,5.288724,2.1746142,0.029289013,0.5485415,0.3813329,0.17477909,1.6212499,0.92639375,0.55405504,1.4765555,8.512496,0.46874762,0.14147483,0.39625314,2.1753292,2.7562602,0.21340011,2.0426526,0.33178598,1.299628,0.4097576,4.5866895,9.974243,4.3424926,6.2616086,2.9845474,2.4357018,0.24357879
2065,0.1072439,0.41557968,3.6590397,1.6483748,1.8413328,0.04277674,0.31726763,0.7411382,2.8672073,0.11379684,1.1754858,3.4332037,0.28195658,1.2086861,0.20972691,2.808215,1.5983305,0.1407723,0.029289013,0.74159443,3.7068563,1.6600516,3.2714143,2.7289128,0.0143511575,8.468712,3.0053523,3.8839777,0.17397347,0.4263906,0.8996688,3.5558293,2.243512,4.5518837,0.2951577,1.1913061,4.1058116,1.0703175,2.7460861,0.29897684,1.4253038,0.72155976,1.9282144,0.56387675,0.13432883,0.0,0.12376446,1.149923,0.80431336,1.0061374,0.3284784,0.5565992,1.2478087,2.4648826,0.0,23.022186,1.6412266,0.52516484,2.2455132,0.6811536,0.97334933,1.6112887,2.3631036,1.9209337,2.470822,7.7908406,1.6366297,6.293249,1.9506767
2066,0.34898475,0.04277674,7.659653,0.8962723,3.6669245,0.10394505,0.09361202,0.39482066,1.271692,0.1274004,0.19490355,0.54504955,3.7429366,1.2070668,2.499282,2.754539,1.383467,1.8221885,4.09582,0.013487731,0.0697522,3.2622705,0.75632906,0.29925594,0.03160256,2.0735412,2.521654,0.811797,0.14675444,2.4446797,3.0250015,2.1881704,0.04364017,8.039302,1.1923567,2.9537864,1.0102491,1.5011978,0.20476606,3.4610455,5.775409,4.820576,0.12188675,3.1834116,0.07292918,2.980529,0.11715605,0.23452847,2.6524184,0.5270306,0.7135102,1.8422478,0.013487731,4.439476,0.013487731,4.9348764,1.3661556,0.38756764,7.4971023,1.5246702,0.28871423,3.545441,3.4164097,0.1750918,5.454871,0.2086154,2.9950297,6.3339562,1.2067258
2067,0.94332296,0.59520894,3.5882251,1.6191181,0.07228069,3.2270105,0.82837796,1.0797563,0.89475846,3.579503,6.98157,2.3202603,1.0324167,4.090041,0.013487731,2.638841,0.0697522,0.38634753,2.4404755,7.361135,0.04277674,0.030152438,0.70416975,0.7223791,2.4055047,1.2959107,0.73892117,1.4410933,1.2839767,8.307927,0.31595203,0.44923252,3.065506,0.4442758,4.806053,5.998767,4.1887226,2.9538605,2.1405563,2.531591,0.51826733,0.056264475,0.17307746,0.85300714,1.028502,4.1818943,0.0,4.287545,0.25122583,0.0,1.7810308,0.18679358,0.0,0.41240272,0.3947192,7.869871,0.08450782,1.0031568,1.1213813,5.376354,1.4328836,2.601403,8.403142,3.1955805,6.2396836,5.965639,2.4099627,3.1255364,1.0226623
2068,0.43170527,0.9211025,1.3657042,2.642144,2.7520888,2.2745442,0.2739997,0.01580128,1.1383413,0.32369605,0.4795077,7.846516,1.3961548,3.5506854,2.8426244,0.8032657,2.2098992,3.6772377,1.2438946,0.20236647,1.6187546,0.90304136,0.1615993,3.4040637,0.013487731,0.07527621,2.2959557,0.13432883,0.102218196,2.0407436,1.902222,2.4000468,0.18707319,9.390408,3.5714478,6.5980735,1.8171915,0.55969244,2.4189906,4.172911,0.17232098,7.6472373,0.8620947,2.079488,0.04364017,0.46036914,1.2919765,0.55917317,0.013487731,0.8320593,1.7576416,1.5183396,0.078246586,0.3863475,0.0,2.4088,3.6656892,4.564928,1.924228,6.656524,1.2056279,1.5620127,3.6216936,1.0357946,1.1850622,5.6071167,1.359148,0.6500395,1.2786398
2069,0.69487315,0.22881967,0.53149575,3.3718693,1.5497074,2.8080404,0.21397564,0.37208366,0.41534755,0.57453704,0.013487731,4.251471,1.3705467,1.0968171,2.037046,0.91876465,0.4709796,0.25863093,0.711018,0.31905222,0.9411304,0.8261904,1.3778349,2.8557727,0.66610557,4.2033105,1.8189627,3.711818,1.7137758,9.548691,1.2070017,2.3271217,0.14181796,0.97605425,1.7967404,12.022911,0.0697522,1.8276578,0.90353334,6.0689626,0.30809984,2.690179,0.33053452,0.81352544,0.19216266,0.19233842,0.9964349,0.078246586,0.6541463,0.26071665,0.016664708,0.9242176,0.013487731,0.026975462,0.013487731,2.6624658,1.8348533,0.029289013,1.653737,0.04277674,1.0756592,2.5235775,4.496072,0.3645129,4.8922315,2.426184,1.9796121,0.6930351,0.14988096
2070,3.375166,0.3740369,5.832385,6.167644,2.0821872,5.3244405,2.6982658,0.0,0.04364017,2.142557,1.0306562,4.256038,0.2791025,3.2403455,0.1334654,1.2307961,1.5104606,0.60659045,0.0,11.965062,0.09481858,0.38252494,2.51169,0.74320203,0.2912133,1.3697755,0.45532352,0.026975462,0.91683954,0.90730673,2.1708055,0.0,0.1746646,4.2944665,0.18311779,9.16227,1.2845652,0.9986415,0.11997767,2.2130473,2.466961,3.1800704,0.104324356,1.3503861,0.9380244,0.1798467,0.4261177,0.030152438,0.27145863,0.0697522,0.21070483,2.584043,0.29484805,0.09799556,0.10955745,1.5192572,2.2440677,0.17375858,2.960582,1.2958373,0.013487731,1.7906591,1.3263934,6.80889,0.08645039,9.054823,4.113632,4.849152,0.0
2071,0.1823135,2.8568308,9.6404505,0.05944145,1.3678681,0.040463194,0.63585514,2.208395,0.40535733,0.119721174,0.4170959,1.6668477,0.056264475,4.2807198,0.056264475,0.07015666,1.1693366,0.98399526,0.013487731,6.0103283,1.3798676,0.44613576,0.09491129,0.09885898,0.040463194,0.67031157,0.36852327,0.3432314,0.76251096,5.19903,0.5319483,1.5649029,2.1799004,2.098755,0.5199717,6.586774,0.8540072,5.7402935,4.688399,4.2106833,1.8920656,2.9610689,1.1779336,4.7428703,0.10542865,2.0638664,0.21213956,2.1774876,0.029289013,0.013487731,0.0,0.82492554,3.3575292,2.222287,0.0,3.235864,0.5900141,3.99725,1.476783,1.8845118,0.8073701,4.042223,4.0660286,0.38289735,1.7364931,0.42303503,1.5766805,1.5757456,0.59360856
2072,0.58886445,0.88106406,6.420081,1.029289,1.0404235,0.6939073,2.9189227,1.237722,1.4825037,0.8815945,0.0,3.6089184,0.55744565,9.187005,0.36829785,4.0236626,0.10417639,0.28505272,0.27392593,0.50599164,0.0905792,0.026975462,1.6447756,0.50023717,2.8448455,2.4881563,0.724987,4.464561,2.9052875,4.2078085,4.1240764,0.10941042,1.2438376,5.8738823,2.2142267,4.131724,0.97383183,1.3970153,3.9035065,2.2582073,2.8223934,2.0000105,0.22476098,0.31333098,3.6134746,0.49707747,0.11997767,0.26478484,0.6242488,0.24124528,0.7897399,0.055218812,12.478107,1.9168781,0.026975462,0.29822603,1.0857847,0.026975462,2.5845234,0.7531392,0.10331296,3.3502822,2.85053,0.4577243,2.2366264,1.7109203,6.157621,0.16648732,1.3423808
2073,0.23984587,0.2763606,10.241093,9.843438,2.555225,0.4684992,0.029289013,0.36411226,0.69618875,0.9843597,0.09375617,0.61274725,0.5579936,0.13566948,0.98387176,5.4364014,0.09990464,0.30701458,1.7311469,3.7460926,0.026975462,0.026975462,0.44980544,0.5983757,2.5363762,0.08410336,2.3135202,0.14695312,0.42660454,0.10308162,1.1385,2.5965717,1.2499301,4.9152193,3.1795464,3.3099785,0.42809224,3.634962,0.013487731,0.0,0.10008609,0.9720487,0.6309642,0.026975462,0.026975462,0.04364017,0.4423403,1.7240298,1.0301524,1.1271204,1.2277607,0.12336,1.1509893,0.81980246,3.0157154,1.5372343,1.4167567,0.4931202,0.040611163,0.6913085,0.33216956,2.2719855,0.8671623,1.2922952,2.2683892,7.5631337,1.4322337,1.0479834,0.9875229
2074,1.4630125,0.0,7.2581744,0.6665354,0.5053282,2.9948838,0.07524273,0.029289013,0.33094537,0.61317056,0.1072439,1.018171,3.5999074,0.09289274,0.040463194,0.5108958,0.056264475,0.14271487,0.8745589,1.7056218,1.6580772,1.624852,0.9689479,0.6342432,0.0,2.4373589,8.168524,0.4819684,0.26561478,0.41346952,0.84311223,2.6285017,2.5645206,2.1215272,1.0269755,0.5772519,1.534488,0.11453285,0.5367038,0.80591005,3.7284656,4.3053145,0.47686824,1.126601,2.964794,0.0,0.01580128,0.23116925,2.0996733,1.2732115,0.056264475,0.43034437,3.5503378,0.026975462,0.056668937,5.3840175,1.3549902,0.23551047,8.496042,3.0074217,1.9623109,6.9838724,0.099041216,4.084829,1.2242845,4.6649075,6.709632,0.7201551,0.030152438
2075,2.1789143,0.0,2.7434595,1.2892774,2.4171362,1.0697522,0.14493458,0.9623795,0.49765223,1.1420794,0.6297737,2.0551896,2.2197282,3.6552868,1.1182369,6.429725,0.040463194,1.490631,0.13653292,0.09713213,0.28081885,0.2623486,1.8883067,1.7049967,0.412575,0.3987489,0.6543544,1.0524411,0.80780125,1.8433084,3.914675,3.1270077,1.8056285,4.366354,1.7725104,1.0372525,0.5605818,0.8827029,3.5703123,3.233856,1.2030338,3.662999,0.57388455,0.0,0.0,0.16813548,0.013487731,0.83914846,0.3588254,0.64806205,0.0,0.10638048,0.0,0.07940502,0.013487731,4.620307,1.1967195,1.6623731,2.6604075,3.6146438,0.1767011,2.2704258,0.2254055,2.154882,1.0321411,4.698961,1.701198,1.4800041,1.62959
2076,0.4035169,0.10753559,10.157471,8.738407,0.6474011,0.053950924,0.04509029,0.0,0.2682372,0.72355616,0.3227084,2.5466392,0.65347326,0.11766411,0.44077688,4.035223,2.5564039,8.268302,0.013487731,1.6406063,1.7236384,0.0,0.37459382,1.7040441,0.11766411,1.0046321,3.6170685,2.4722352,0.056264475,1.8466697,1.0370461,1.5154152,3.1445906,6.9401703,3.4678862,3.2317224,4.9653707,0.29836816,3.1415854,1.0437459,1.5341339,2.9175777,0.13558027,3.9201443,0.96425724,0.40226975,0.0,0.48618042,0.39208525,0.24016069,0.73032314,0.029289013,1.4815263,1.8156536,0.0,0.030300409,2.0184872,1.8907595,5.9556484,2.1085327,2.3479738,2.5770125,2.1251543,0.5573666,0.2136476,1.2364738,1.67908,6.3121424,1.8985349
2077,1.823696,0.8433355,0.7356253,0.31965876,1.3766558,1.8914803,1.0534695,0.01580128,0.07292918,0.09289274,0.0,1.5041814,5.3526297,0.7617902,0.95842224,0.3491744,0.9505965,0.013487731,0.0,0.026975462,0.15853177,0.013487731,4.063725,1.0322099,0.072065756,5.391549,1.3429503,0.056264475,0.01580128,3.486503,3.271581,1.1835588,2.6936033,6.858829,1.7495514,1.9589696,0.1811584,8.178122,0.18046477,2.29733,0.7690402,1.5453264,0.0,1.0276098,0.0,0.288365,0.4145431,0.29688755,0.23400252,0.14574657,0.41004485,0.11293341,1.3553658,1.2515674,0.026975462,2.4505525,0.5190197,0.6313134,8.62247,0.27885893,1.2309036,0.94314927,0.3503888,1.7003727,5.8051863,1.482573,2.1269734,2.256503,0.029289013
2078,2.440871,0.08450782,1.5721413,2.111724,0.056445926,0.48795995,2.9579506,1.6292642,2.7991767,0.17847972,0.0,0.102218196,0.0,6.070701,0.7232878,1.259623,1.058578,0.12919365,0.7385756,0.0,0.18782078,0.013487731,1.8058428,0.32086498,2.9439816,0.12607801,2.7980022,0.13306093,3.0777228,3.6017034,1.4250808,2.0212724,0.25212705,2.9623654,1.5848262,0.10955745,2.5490296,10.930328,0.0,0.91720724,1.7631378,0.98942393,0.19933197,3.7966108,0.092745714,0.46315753,0.0,2.252409,0.013487731,0.17492612,0.10331296,8.777769,0.18620977,0.12623891,0.0,4.626712,0.3232446,0.040463194,7.3468227,4.772635,0.10608547,0.09259774,2.2712789,0.0,3.3826213,2.0900857,2.2565572,1.8857533,0.1072439
2079,0.9678493,2.4522982,2.879241,1.7234001,0.52594775,0.27070084,0.85826826,0.0,0.26062256,3.3118556,0.026975462,8.147827,0.07709146,0.13115184,0.0,0.59080464,2.9397924,4.6040673,0.0,0.026975462,2.0841022,0.013487731,0.42620876,0.67014384,0.23205994,0.7137514,1.1212108,0.026975462,0.66351265,5.013986,3.6575663,0.6673431,1.0562645,4.0809507,3.9820702,2.7041337,1.0707906,4.5984044,0.11766411,4.9868736,2.7249236,1.3363949,0.04277674,0.45974618,0.0,0.18620977,0.026975462,2.0186155,0.15692075,5.3767962,0.0,4.649912,0.05944145,0.0,0.0,4.0077753,3.9702652,0.90637374,4.484807,0.46262842,0.3876624,4.3799505,7.0401998,6.8278875,4.145182,0.112562425,0.22988342,0.026975462,0.06360373
2080,1.5425338,0.67306274,7.1395307,4.4712195,1.1085805,0.18943818,3.0725298,0.026975462,0.506304,1.5543371,1.1136991,0.026975462,0.0571279,1.0003334,0.3742196,0.04277674,0.09068865,0.0,0.04595372,1.1588407,0.63389426,0.6422396,4.13986,0.14926668,0.7121864,2.8923423,0.1592343,0.5145091,0.38609585,3.5856714,1.3557034,3.7495382,1.0288934,1.2412946,2.1035945,6.992209,0.15848267,3.2556195,0.3322558,2.7973897,0.49017966,0.56208324,0.48287305,0.87219083,0.89124453,0.20076753,0.0,0.0,0.013487731,0.53244954,0.0,2.2521408,0.13654967,0.01580128,0.0,3.598707,7.2420325,0.013487731,5.292293,0.1315072,0.41685665,0.84698874,4.7157335,0.6404744,0.78837943,2.681786,2.9150147,0.0,0.26416466
2081,0.22803915,1.0024788,7.0220904,4.469228,0.24400909,0.059449736,0.026975462,0.0,0.9383896,0.08537125,0.01580128,3.9831603,1.6792928,0.8964313,0.10417639,0.040463194,0.0,1.5127426,0.013487731,13.595428,0.10417639,0.1880484,0.04364017,3.338818,1.1181697,0.41398025,0.18993565,1.9293021,0.09606972,0.81257474,1.2680638,0.46066996,1.5129008,1.1296887,1.3587196,3.7836506,1.42398,3.9845386,0.0,0.6775218,1.1993405,0.6051274,1.3862907,0.7835874,0.0,0.28062728,0.013487731,0.7125681,0.14695312,0.01580128,0.0,5.236447,1.6515757,1.5810916,0.013487731,8.3274765,3.1849303,0.01580128,1.3329122,6.7521877,0.23635924,0.86691636,7.6730485,0.50660795,0.5027383,1.200187,4.3020887,0.01580128,0.37120083
2082,2.260184,1.4833122,3.87984,2.473527,0.5919026,0.8341798,0.476908,0.013487731,0.04277674,0.4034024,0.04509029,4.1602535,1.5260023,0.12919365,0.026975462,1.3512663,0.0,0.14358099,0.013487731,0.28305498,0.22635815,0.082194276,1.6755236,0.68537194,0.5078115,0.70555,0.64508086,0.08786704,0.0905792,7.3263474,1.7613307,0.15319762,1.3248181,8.731166,1.3835845,2.8177464,0.058578026,2.4677982,4.1601043,12.347663,0.0,0.9976985,1.5295814,0.22725505,1.0703585,0.10417639,0.0,6.700669,0.67056197,0.199184,0.0,0.026975462,0.0,0.35697806,0.0,0.96632135,0.07696959,0.01580128,4.348963,0.9374329,0.1627544,0.7366303,0.6039138,1.7496161,0.30274612,1.0276704,3.9494078,0.01580128,0.50682694
2083,0.7943972,0.0,0.24078129,4.729998,2.345438,0.5307504,1.0685947,0.04277674,7.7847214,0.041731082,0.113742955,4.886999,2.9224222,1.0216228,0.0,0.0,1.713431,0.083239935,0.0,8.505187,0.6539461,0.0,2.8445134,0.55279154,0.34441027,0.32359558,1.6865902,0.8990382,0.04509029,2.346185,1.3445853,1.6928995,0.51014435,0.30119482,1.6861931,5.254228,1.6319149,1.4357417,0.329545,2.695597,7.9378657,3.601499,0.030152438,0.0,0.09654543,0.107717045,0.13566948,1.3270065,0.17301415,0.0,0.0,1.9768245,0.040463194,0.8842102,0.0710201,1.5103792,2.066619,0.58144414,6.441126,0.52615124,1.2569607,0.93056595,0.29721305,2.7699325,1.0621175,4.659124,1.4934039,2.690452,0.013487731
2084,0.81528074,0.98719615,6.0042315,1.2992018,2.0388646,0.013487731,0.029289013,0.072065756,2.4945383,0.88129234,0.5588235,4.3072386,3.1156926,1.7655233,0.18639122,0.17358546,1.6936644,0.18927728,0.35551167,1.7998842,1.0693406,0.013487731,1.6603417,0.05481435,0.28493616,3.146325,0.32833043,2.32579,0.23009105,4.6847944,3.2866116,0.19481593,1.2824885,2.414232,2.5335295,2.687642,10.953371,0.040867656,0.7660855,0.6535596,3.0198112,0.14502841,0.7989697,0.20940174,1.5988411,0.18620977,0.0,1.8459479,0.69577,0.04509029,0.0,0.43582404,0.0,0.701139,0.1425696,3.1504586,0.10366832,0.14684367,0.5493817,2.7072105,0.026975462,4.460449,3.5834801,2.3997762,1.1473501,0.20639458,2.0339746,0.8887246,2.079043
2085,2.3187995,0.08555348,5.7520013,0.6038898,1.4421169,0.0,2.4628527,1.3055342,1.1735233,1.4239455,0.28119305,2.59008,1.4137161,1.1733806,0.11766411,1.6029245,0.39429376,0.04277674,0.0,2.566627,0.013487731,0.026975462,1.756271,1.2892115,0.13432883,1.4234278,8.596233,0.7148166,1.2042265,9.1346855,3.5889726,0.6901588,0.13554761,1.2126257,3.269776,6.02849,7.6898303,3.0516398,0.01580128,7.9604216,0.11252895,3.1162078,0.24600664,1.7055035,0.17272203,0.8261146,0.114693746,0.1907274,4.9372015,0.20001477,0.0,0.18624325,1.148276,0.029289013,0.04277674,5.586389,1.6906831,0.013487731,10.588831,0.48968408,0.6140713,1.7252468,3.5180216,1.9555032,1.1815093,9.264175,0.96363616,1.2740029,0.0
2086,0.058578026,1.1851723,3.2536993,0.06360373,4.743325,0.304461,5.5176234,0.0,0.48459387,0.4760907,0.04277674,3.3005316,1.6609758,0.7141004,1.4865488,0.04277674,1.080518,0.0,0.0,3.0928352,0.040463194,0.0,0.377305,0.27333438,0.1720195,0.19817436,2.2836075,0.15219004,1.2975122,1.1720674,1.5083324,6.5674,0.9439782,4.2673573,0.17624214,8.322306,1.7095585,6.065219,0.0,3.8492608,0.4011801,0.055218812,0.013487731,0.80809677,0.69057935,0.0,0.0,0.11766411,0.19822755,0.10926245,0.0,1.3685088,1.381716,0.029289013,0.026975462,1.1557066,6.609018,0.10417639,3.5884013,1.7160908,0.026975462,3.6368327,0.49596664,0.91880906,0.37093723,1.3906918,1.3613285,0.0,0.026975462
2087,1.4073523,0.056264475,1.0892344,3.0137405,1.3562887,0.026975462,1.1006498,0.12084109,0.173476,0.28591543,0.5085098,0.04364017,0.37958843,2.774673,0.057532363,3.017177,2.035955,0.4214734,0.0,1.4360561,0.5917133,0.0697522,2.6387355,0.59272265,0.548723,0.48256767,0.51906496,0.37301958,0.013487731,3.7445142,0.4590467,0.05944145,0.029289013,2.8482056,1.2793775,4.235973,0.083239935,0.9774005,0.09799556,2.2358742,1.8415767,2.1972573,0.6798807,1.2503814,0.85648245,0.013487731,0.0,0.6941918,0.040463194,0.01580128,0.01580128,0.37262976,0.013487731,0.67037565,0.23799554,4.1629267,2.800736,0.5307418,0.633346,7.0033126,0.1962057,1.1901343,2.220149,0.68838817,0.3083969,1.6530586,0.16044086,0.4211472,1.6655589
